timeStamp,wspd,wdir,swdown,glw,swddni,swddir,swddif,td2m,tsd,dpt2m,psfc,rh2m,qv2m,clflo,clfhi,power
2024-05-13 00:00:00,2.043,249.537,0.0,0.0,0.0,0.0,0.0,15.598,15.598,-9.957,1002.771,47.097,0.005,4.114,0.0,0.0
2024-05-13 00:15:00,2.026,252.894,0.0,0.0,0.0,0.0,0.0,15.333,15.333,-9.65,1002.737,48.251,0.005,4.655,0.0,0.0
2024-05-13 00:30:00,2.01,255.615,0.0,0.0,0.0,0.0,0.0,15.067,15.067,-9.33,1002.694,49.481,0.005,5.177,0.0,0.0
2024-05-13 00:45:00,1.993,257.881,0.0,0.0,0.0,0.0,0.0,14.806,14.806,-9.015,1002.649,50.715,0.005,5.616,0.0,0.0
2024-05-13 01:00:00,1.973,259.776,0.0,0.0,0.0,0.0,0.0,14.559,14.559,-8.722,1002.606,51.89,0.005,5.856,0.0,0.0
2024-05-13 01:15:00,1.95,261.677,0.0,0.0,0.0,0.0,0.0,14.326,14.326,-8.448,1002.564,53.007,0.005,5.888,0.0,0.0
2024-05-13 01:30:00,1.925,263.652,0.0,0.0,0.0,0.0,0.0,14.106,14.106,-8.194,1002.524,54.067,0.005,5.763,0.0,0.0
2024-05-13 01:45:00,1.901,265.496,0.0,0.0,0.0,0.0,0.0,13.9,13.9,-7.957,1002.486,55.07,0.005,5.533,0.0,0.0
2024-05-13 02:00:00,1.877,267.007,0.0,0.0,0.0,0.0,0.0,13.706,13.706,-7.737,1002.449,56.017,0.005,5.252,0.0,0.0
2024-05-13 02:15:00,1.855,268.14,0.0,0.0,0.0,0.0,0.0,13.525,13.525,-7.533,1002.415,56.908,0.005,4.946,0.0,0.0
2024-05-13 02:30:00,1.835,269.104,0.0,0.0,0.0,0.0,0.0,13.358,13.358,-7.344,1002.385,57.744,0.005,4.627,0.0,0.0
2024-05-13 02:45:00,1.816,270.208,0.0,0.0,0.0,0.0,0.0,13.204,13.204,-7.17,1002.356,58.523,0.006,4.314,0.0,0.0
2024-05-13 03:00:00,1.798,271.76,0.0,0.0,0.0,0.0,0.0,13.063,13.063,-7.01,1002.33,59.245,0.006,4.027,0.0,0.0
2024-05-13 03:15:00,1.78,273.739,0.0,0.0,0.0,0.0,0.0,12.935,12.935,-6.865,1002.307,59.912,0.006,3.787,0.0,0.0
2024-05-13 03:30:00,1.761,275.776,0.0,0.0,0.0,0.0,0.0,12.822,12.822,-6.733,1002.287,60.52,0.006,3.608,0.0,0.0
2024-05-13 03:45:00,1.744,277.8,0.0,0.0,0.0,0.0,0.0,12.713,12.713,-6.602,1002.269,61.133,0.006,3.494,0.0,0.0
2024-05-13 04:00:00,1.726,279.211,0.0,0.0,0.0,0.0,0.0,12.651,12.651,-6.501,1002.255,61.607,0.006,3.446,0.0,0.0
2024-05-13 04:15:00,1.71,279.886,0.0,0.0,0.0,0.0,0.0,12.639,12.639,-6.43,1002.245,61.942,0.006,3.462,0.0,0.0
2024-05-13 04:30:00,1.692,279.98,0.0,0.0,0.0,0.0,0.0,12.678,12.678,-6.39,1002.238,62.132,0.006,3.535,0.0,0.0
2024-05-13 04:45:00,1.672,279.652,0.0,0.0,0.0,0.0,0.0,12.772,12.772,-6.382,1002.236,62.169,0.006,3.667,0.0,0.0
2024-05-13 05:00:00,1.648,279.061,0.0,0.0,0.0,0.0,0.0,12.925,12.925,-6.408,1002.237,62.048,0.006,3.856,0.0,0.0
2024-05-13 05:15:00,1.621,278.269,0.0,0.0,0.07,0.0,0.02,13.139,13.139,-6.468,1002.242,61.762,0.006,4.092,0.0,0.0
2024-05-13 05:30:00,1.59,277.241,6.321,0.0,8.76,0.387,2.17,13.417,13.417,-6.565,1002.249,61.306,0.006,4.353,0.0,0.765
2024-05-13 05:45:00,1.556,275.939,6.469,0.0,53.31,4.906,10.31,13.757,13.757,-6.699,1002.258,60.681,0.006,4.616,0.0,3.9255
2024-05-13 06:00:00,1.522,274.327,13.118,0.0,128.14,17.989,22.03,14.159,14.159,-6.87,1002.271,59.886,0.006,4.861,0.0,8.9292
2024-05-13 06:15:00,1.488,272.391,30.998,0.0,215.78,40.803,34.93,14.621,14.621,-7.082,1002.285,58.918,0.006,5.074,0.0,15.384
2024-05-13 07:00:00,1.397,265.033,137.45,0.0,421.61,140.944,64.6,16.236,16.236,-7.884,1002.321,55.381,0.006,5.61,0.0,34.4955
2024-05-13 07:15:00,1.384,262.036,180.899,0.0,466.28,178.062,71.36,16.82,16.82,-8.185,1002.314,54.103,0.006,5.808,0.0,37.6493
2024-05-13 07:30:00,1.38,258.736,226.936,0.0,504.49,216.155,77.42,17.423,17.423,-8.504,1002.297,52.779,0.007,6.021,0.0,40.164
2024-05-13 07:45:00,1.387,255.174,278.257,0.0,537.41,254.862,82.89,18.039,18.039,-8.84,1002.271,51.414,0.007,6.223,0.0,42.4225
2024-05-13 08:00:00,1.406,251.391,332.168,0.0,563.86,292.515,88.28,18.666,18.666,-9.193,1002.234,50.014,0.007,6.392,0.0,44.1635
2024-05-13 08:15:00,1.437,247.425,381.205,0.0,588.95,330.954,92.9,19.302,19.302,-9.563,1002.187,48.582,0.007,6.504,0.0,45.6946
2024-05-13 08:30:00,1.481,243.302,435.826,0.0,611.05,368.76,97.16,19.946,19.946,-9.953,1002.131,47.115,0.007,6.552,0.0,46.4039
2024-05-13 08:45:00,1.536,239.027,479.771,0.0,630.64,405.705,101.12,20.6,20.6,-10.362,1002.063,45.614,0.007,6.542,0.0,47.4713
2024-05-13 09:30:00,1.763,225.438,620.912,0.0,677.68,508.804,111.36,22.625,22.625,-11.733,1001.787,40.9,0.007,6.184,0.0,48.6068
2024-05-13 09:45:00,1.85,220.887,662.142,0.0,688.86,538.658,114.05,23.309,23.309,-12.237,1001.678,39.278,0.007,5.932,0.0,48.6645
2024-05-13 14:15:00,3.405,188.414,802.115,0.0,704.35,594.768,118.42,30.967,30.967,-19.051,997.454,22.334,0.006,0.224,0.0,26.787
2024-05-13 14:30:00,3.445,188.253,787.242,0.0,694.84,569.249,116.09,31.061,31.061,-19.087,997.213,22.265,0.006,0.135,0.0,27.915
2024-05-13 14:45:00,3.478,188.184,763.271,0.0,684.24,541.46,113.54,31.114,31.114,-19.068,996.98,22.302,0.006,0.07,0.0,31.0785
2024-05-13 15:00:00,3.506,188.214,734.086,0.0,672.45,511.64,110.77,31.125,31.125,-18.993,996.755,22.445,0.006,0.027,0.0,32.7959
2024-05-13 15:15:00,3.526,188.351,704.352,0.0,659.32,479.993,107.76,31.098,31.098,-18.864,996.541,22.693,0.006,0.004,0.0,34.4112
2024-05-13 15:30:00,3.541,188.553,670.987,0.0,644.67,446.61,104.51,31.03,31.03,-18.682,996.335,23.047,0.006,0.0,0.0,47.2966
2024-05-13 15:45:00,3.554,188.642,628.674,0.0,627.89,411.602,100.95,30.952,30.952,-18.493,996.132,23.421,0.007,0.0,0.0,46.4745
2024-05-13 16:00:00,3.568,188.576,582.265,0.0,609.12,375.43,97.11,30.846,30.846,-18.301,995.947,23.805,0.007,0.0,0.0,45.8711
2024-05-13 16:15:00,3.582,188.26,532.758,0.0,588.0,338.271,92.98,30.713,30.713,-18.107,995.782,24.2,0.007,0.0,0.0,44.5592
2024-05-13 16:30:00,3.595,187.703,486.431,0.0,564.11,300.518,88.52,30.55,30.55,-17.911,995.635,24.605,0.007,0.0,0.0,43.309
2024-05-13 16:45:00,3.609,187.007,431.835,0.0,536.93,262.355,83.68,30.355,30.355,-17.713,995.507,25.019,0.007,0.0,0.0,41.7515
2024-05-13 17:00:00,3.624,186.278,372.327,0.0,505.76,224.246,78.39,30.124,30.124,-17.515,995.399,25.44,0.007,0.0,0.0,39.6936
2024-05-13 17:15:00,3.643,185.61,316.717,0.0,469.75,186.485,72.57,29.853,29.853,-17.317,995.31,25.868,0.007,0.0,0.0,37.0337
2024-05-13 17:30:00,3.664,185.036,259.902,0.0,427.83,149.619,66.1,29.543,29.543,-17.12,995.24,26.301,0.007,0.0,0.0,34.1721
2024-05-13 17:45:00,3.688,184.539,211.972,0.0,378.67,114.309,58.8,29.197,29.197,-16.924,995.19,26.735,0.007,0.0,0.0,30.2965
2024-05-13 18:00:00,3.717,184.1,163.261,0.0,320.79,81.349,50.47,28.819,28.819,-16.732,995.157,27.169,0.007,0.0,0.0,22.1824
2024-05-13 18:15:00,3.751,183.754,120.552,0.0,252.9,51.847,40.85,28.414,28.414,-16.545,995.143,27.596,0.007,0.0,0.0,15.6226
2024-05-13 18:30:00,3.79,183.595,83.623,0.0,175.21,27.409,29.74,27.983,27.983,-16.365,995.145,28.015,0.007,0.0,0.0,9.3878
2024-05-13 18:45:00,3.833,183.674,51.578,0.0,85.88,9.275,16.03,27.546,27.546,-16.186,995.152,28.434,0.007,0.001,0.0,4.6186
2024-05-13 19:00:00,3.865,184.244,32.48,0.0,21.87,1.312,4.97,27.111,27.111,-15.991,995.161,28.901,0.006,0.004,0.0,1.4344
2024-05-13 19:15:00,3.888,185.312,22.535,0.0,0.75,0.009,0.24,26.68,26.68,-15.778,995.174,29.415,0.006,0.011,0.0,0.2809
2024-05-13 19:30:00,3.9,186.789,0.0,0.0,0.0,0.0,0.0,26.259,26.259,-15.55,995.189,29.976,0.006,0.019,0.0,0.0
2024-05-13 19:45:00,3.899,188.586,0.0,0.0,0.0,0.0,0.0,25.852,25.852,-15.307,995.206,30.584,0.006,0.029,0.0,0.0
2024-05-13 20:00:00,3.884,190.615,0.0,0.0,0.0,0.0,0.0,25.464,25.464,-15.05,995.224,31.241,0.006,0.041,0.0,0.0
2024-05-13 20:15:00,3.854,192.84,0.0,0.0,0.0,0.0,0.0,25.094,25.094,-14.779,995.241,31.946,0.006,0.054,0.0,0.0
2024-05-13 20:30:00,3.807,195.276,0.0,0.0,0.0,0.0,0.0,24.741,24.741,-14.494,995.257,32.701,0.006,0.068,0.0,0.0
2024-05-13 20:45:00,3.744,197.944,0.0,0.0,0.0,0.0,0.0,24.403,24.403,-14.197,995.273,33.506,0.006,0.083,0.0,0.0
2024-05-13 21:00:00,3.664,200.861,0.0,0.0,0.0,0.0,0.0,24.076,24.076,-13.888,995.288,34.363,0.006,0.098,0.0,0.0
2024-05-13 21:15:00,3.566,204.04,0.0,0.0,0.0,0.0,0.0,23.761,23.761,-13.569,995.303,35.269,0.006,0.115,0.0,0.0
2024-05-13 21:30:00,3.451,207.471,0.0,0.0,0.0,0.0,0.0,23.456,23.456,-13.24,995.316,36.224,0.007,0.13,0.0,0.0
2024-05-13 21:45:00,3.333,210.975,0.0,0.0,0.0,0.0,0.0,23.154,23.154,-12.919,995.326,37.177,0.007,0.142,0.0,0.0
2024-05-13 22:00:00,3.218,214.373,0.0,0.0,0.0,0.0,0.0,22.853,22.853,-12.601,995.328,38.145,0.007,0.151,0.0,0.0
2024-05-13 22:15:00,3.108,217.636,0.0,0.0,0.0,0.0,0.0,22.551,22.551,-12.285,995.322,39.129,0.007,0.157,0.0,0.0
2024-05-13 22:30:00,3.004,220.732,0.0,0.0,0.0,0.0,0.0,22.249,22.249,-11.972,995.307,40.126,0.007,0.161,0.0,0.2526
2024-05-13 22:45:00,2.906,223.635,0.0,0.0,0.0,0.0,0.0,21.947,21.947,-11.662,995.285,41.134,0.007,0.163,0.0,0.0
2024-05-13 23:00:00,2.816,226.315,0.0,0.0,0.0,0.0,0.0,21.647,21.647,-11.356,995.257,42.153,0.007,0.164,0.0,0.0
2024-05-13 23:15:00,2.734,228.746,0.0,0.0,0.0,0.0,0.0,21.349,21.349,-11.053,995.222,43.184,0.007,0.163,0.0,0.0
2024-05-13 23:30:00,2.66,230.91,0.0,0.0,0.0,0.0,0.0,21.052,21.052,-10.753,995.18,44.225,0.007,0.162,0.0,0.0
2024-05-13 23:45:00,2.595,232.806,0.0,0.0,0.0,0.0,0.0,20.756,20.756,-10.455,995.131,45.28,0.007,0.159,0.0,0.0
2024-05-17 00:00:00,2.101,262.284,0.0,0.0,0.0,0.0,0.0,20.233,20.233,-7.028,990.061,59.164,0.009,0.315,0.0,0.0
2024-05-17 00:15:00,2.086,266.604,0.0,0.0,0.0,0.0,0.0,19.968,19.968,-6.789,990.066,60.262,0.009,0.268,0.0,0.0
2024-05-17 00:30:00,2.08,270.61,0.0,0.0,0.0,0.0,0.0,19.71,19.71,-6.551,990.067,61.373,0.009,0.224,0.0,0.0
2024-05-17 00:45:00,2.078,274.505,0.0,0.0,0.0,0.0,0.0,19.456,19.456,-6.321,990.069,62.463,0.009,0.182,0.0,0.0
2024-05-17 01:00:00,2.083,277.85,0.0,0.0,0.0,0.0,0.0,19.218,19.218,-6.125,990.076,63.404,0.009,0.144,0.0,0.0
2024-05-17 01:15:00,2.094,280.553,0.0,0.0,0.0,0.0,0.0,18.999,18.999,-5.961,990.09,64.2,0.009,0.113,0.0,0.0
2024-05-17 01:30:00,2.109,282.597,0.0,0.0,0.0,0.0,0.0,18.797,18.797,-5.828,990.112,64.853,0.009,0.086,0.0,0.0
2024-05-17 01:45:00,2.127,284.056,0.0,0.0,0.0,0.0,0.0,18.613,18.613,-5.725,990.142,65.365,0.009,0.063,0.0,0.0
2024-05-17 02:00:00,2.146,285.001,0.0,0.0,0.0,0.0,0.0,18.446,18.446,-5.649,990.181,65.742,0.009,0.044,0.0,0.0
2024-05-17 02:15:00,2.163,285.538,0.0,0.0,0.0,0.0,0.0,18.296,18.296,-5.601,990.23,65.984,0.009,0.028,0.0,0.0
2024-05-17 02:30:00,2.177,285.638,0.0,0.0,0.0,0.0,0.0,18.161,18.161,-5.578,990.288,66.101,0.009,0.016,0.0,0.0
2024-05-17 02:45:00,2.19,285.099,0.0,0.0,0.0,0.0,0.0,18.041,18.041,-5.578,990.356,66.098,0.009,0.008,0.0,0.0
2024-05-17 03:00:00,2.202,283.719,0.0,0.0,0.0,0.0,0.0,17.933,17.933,-5.601,990.436,65.986,0.009,0.003,0.0,0.0
2024-05-17 03:15:00,2.213,281.314,0.0,0.0,0.0,0.0,0.0,17.835,17.835,-5.644,990.525,65.768,0.008,0.0,0.0,0.0
2024-05-17 03:30:00,2.224,277.916,0.0,0.0,0.0,0.0,0.0,17.749,17.749,-5.708,990.626,65.447,0.008,0.0,0.0,0.0
2024-05-17 03:45:00,2.233,274.118,0.0,0.0,0.0,0.0,0.0,17.661,17.661,-5.769,990.732,65.146,0.008,0.0,0.0,0.0
2024-05-17 04:00:00,2.238,268.927,0.0,0.0,0.0,0.0,0.0,17.606,17.606,-5.838,990.852,64.805,0.008,0.0,0.0,0.0
2024-05-17 04:15:00,2.242,262.498,0.0,0.0,0.0,0.0,0.0,17.587,17.587,-5.917,990.985,64.415,0.008,0.0,0.0,0.0
2024-05-17 04:30:00,2.244,254.819,0.0,0.0,0.0,0.0,0.0,17.607,17.607,-6.008,991.131,63.97,0.008,0.0,0.0,0.0
2024-05-17 04:45:00,2.249,245.797,0.0,0.0,0.0,0.0,0.0,17.669,17.669,-6.113,991.289,63.46,0.008,0.0,0.0,0.0
2024-05-17 05:00:00,2.256,235.342,0.0,0.0,0.0,0.0,0.0,17.777,17.777,-6.234,991.458,62.876,0.008,0.0,0.0,0.0
2024-05-17 05:15:00,2.27,223.533,8.291,0.0,0.28,0.002,0.1,17.936,17.936,-6.375,991.637,62.203,0.008,0.0,0.0,0.0
2024-05-17 05:30:00,2.288,210.621,3.961,0.0,13.34,0.726,3.27,18.146,18.146,-6.538,991.826,61.434,0.008,0.0,0.0,0.7902
2024-05-17 05:45:00,2.308,196.859,6.373,0.0,62.14,6.344,12.2,18.412,18.412,-6.723,992.022,60.566,0.008,0.0,0.0,3.2937
2024-05-17 06:00:00,2.328,182.498,13.022,0.0,136.97,20.576,24.16,18.732,18.732,-6.934,992.225,59.594,0.008,0.0,0.0,7.5914
2024-05-17 06:15:00,2.347,167.587,31.977,0.0,222.75,44.219,37.14,19.105,19.105,-7.171,992.434,58.519,0.008,0.001,0.0,13.155
2024-05-17 06:30:00,2.365,151.956,63.076,0.0,311.77,77.007,50.43,19.529,19.529,-7.434,992.652,57.344,0.008,0.004,0.0,18.8606
2024-05-17 06:45:00,2.385,136.642,95.866,0.0,371.57,109.69,59.17,19.97,19.97,-7.71,992.865,56.132,0.008,0.013,0.0,25.461
2024-05-17 07:00:00,2.405,122.872,133.132,0.0,422.45,144.902,66.8,20.434,20.434,-7.999,993.062,54.893,0.008,0.027,0.0,29.4897
2024-05-17 07:15:00,2.425,110.532,175.232,0.0,465.85,181.798,73.56,20.916,20.916,-8.298,993.243,53.632,0.008,0.049,0.0,32.5353
2024-05-17 07:30:00,2.446,99.603,221.715,0.0,503.1,219.676,79.62,21.416,21.416,-8.606,993.407,52.359,0.008,0.078,0.0,35.5193
2024-05-17 07:45:00,2.468,90.079,268.973,0.0,535.29,258.123,85.1,21.93,21.93,-8.923,993.556,51.083,0.008,0.109,0.0,38.1997
2024-05-17 08:00:00,2.488,81.957,322.127,0.0,563.09,296.389,90.07,22.453,22.453,-9.245,993.691,49.812,0.008,0.137,0.0,40.3261
2024-05-17 08:15:00,2.507,75.233,368.544,0.0,587.66,334.543,94.68,22.984,22.984,-9.572,993.81,48.549,0.009,0.159,0.0,42.3075
2024-05-17 08:30:00,2.526,69.907,420.21,0.0,609.33,372.117,98.93,23.523,23.523,-9.905,993.914,47.294,0.009,0.173,0.0,43.5185
2024-05-17 08:45:00,2.548,65.991,463.85,0.0,628.55,408.794,102.88,24.071,24.071,-10.244,994.004,46.044,0.009,0.182,0.0,44.5778
2024-05-17 09:00:00,2.573,63.494,519.113,0.0,645.69,444.3,106.54,24.629,24.629,-10.591,994.077,44.796,0.009,0.187,0.0,45.3514
2024-05-17 09:15:00,2.602,62.441,565.531,0.0,661.01,478.366,109.94,25.197,25.197,-10.946,994.135,43.551,0.009,0.19,0.0,46.0789
2024-05-17 09:30:00,2.634,62.86,604.734,0.0,674.76,510.867,113.09,25.774,25.774,-11.31,994.178,42.307,0.009,0.19,0.0,46.5951
2024-05-17 09:45:00,2.668,63.342,646.143,0.0,686.0,540.723,115.81,26.352,26.352,-11.685,994.216,41.058,0.009,0.186,0.0,47.4663
2024-05-17 10:00:00,2.697,63.967,683.881,0.0,695.97,568.498,118.29,26.916,26.916,-12.068,994.237,39.816,0.009,0.177,0.0,47.9205
2024-05-17 10:15:00,2.72,64.731,710.828,0.0,704.81,593.968,120.55,27.463,27.463,-12.46,994.24,38.582,0.009,0.164,0.0,48.2289
2024-05-17 10:30:00,2.736,65.624,737.706,0.0,712.63,617.156,122.58,27.993,27.993,-12.859,994.224,37.359,0.009,0.153,0.0,48.5119
2024-05-17 14:45:00,2.179,91.56,768.093,0.0,685.47,546.792,115.98,33.326,33.326,-18.616,992.311,23.176,0.007,0.515,0.0,47.6788
2024-05-17 15:00:00,2.168,92.956,740.728,0.0,673.98,517.205,113.22,33.347,33.347,-18.59,992.213,23.229,0.007,0.497,0.0,46.8868
2024-05-17 15:15:00,2.166,94.298,712.598,0.0,661.16,485.74,110.24,33.331,33.331,-18.502,992.122,23.403,0.008,0.487,0.0,45.875
2024-05-17 15:30:00,2.171,95.579,681.43,0.0,646.83,452.644,107.0,33.277,33.277,-18.354,992.037,23.699,0.008,0.484,0.0,45.7791
2024-05-17 15:45:00,2.178,96.859,639.949,0.0,630.13,417.619,103.41,33.214,33.214,-18.198,991.956,24.015,0.008,0.482,0.0,45.1805
2024-05-17 16:00:00,2.188,97.923,594.534,0.0,611.48,381.406,99.54,33.108,33.108,-17.991,991.893,24.438,0.008,0.477,0.0,44.8481
2024-05-17 16:15:00,2.201,98.767,547.018,0.0,590.53,344.264,95.38,32.961,32.961,-17.738,991.846,24.966,0.008,0.469,0.0,43.5722
2024-05-17 16:30:00,2.216,99.392,501.154,0.0,566.89,306.423,90.89,32.771,32.771,-17.441,991.817,25.599,0.008,0.456,0.0,41.6585
2024-05-17 16:45:00,2.23,99.794,451.141,0.0,540.04,268.222,86.02,32.535,32.535,-17.102,991.806,26.339,0.008,0.436,0.0,39.7239
2024-05-17 17:00:00,2.242,99.974,390.45,0.0,509.36,230.056,80.71,32.247,32.247,-16.724,991.811,27.187,0.008,0.412,0.0,37.2754
2024-05-17 17:15:00,2.25,99.926,332.14,0.0,474.02,192.272,74.88,31.907,31.907,-16.309,991.835,28.146,0.008,0.382,0.0,34.6173
2024-05-17 17:30:00,2.255,99.656,273.945,0.0,433.02,155.322,68.41,31.514,31.514,-15.86,991.877,29.216,0.008,0.348,0.0,31.151
2024-05-17 17:45:00,2.256,99.168,225.372,0.0,385.14,119.782,61.14,31.07,31.07,-15.382,991.937,30.395,0.009,0.315,0.0,27.1637
2024-05-17 18:00:00,2.254,98.469,172.126,0.0,328.97,86.529,52.87,30.579,30.579,-14.879,992.014,31.683,0.009,0.287,0.0,19.3368
2024-05-17 18:15:00,2.25,97.568,126.075,0.0,263.27,56.533,43.36,30.042,30.042,-14.355,992.109,33.075,0.009,0.272,0.0,13.8401
2024-05-17 18:30:00,2.244,96.468,87.301,0.0,187.93,31.276,32.4,29.461,29.461,-13.814,992.221,34.571,0.009,0.273,0.0,9.0729
2024-05-17 18:45:00,2.236,95.376,52.601,0.0,98.65,11.663,18.53,28.872,28.872,-13.289,992.336,36.08,0.009,0.291,0.0,4.8056
2024-05-17 19:00:00,2.22,95.762,30.983,0.0,30.41,2.142,6.78,28.289,28.289,-12.789,992.461,37.57,0.009,0.324,0.0,1.8101
2024-05-17 19:15:00,2.197,97.623,20.014,0.0,2.02,0.047,0.64,27.715,27.715,-12.314,992.594,39.037,0.009,0.372,0.0,0.5156
2024-05-17 19:30:00,2.169,100.97,0.0,0.0,0.0,0.0,0.0,27.157,27.157,-11.863,992.736,40.477,0.009,0.432,0.0,0.0
2024-05-17 19:45:00,2.137,105.826,0.0,0.0,0.0,0.0,0.0,26.618,26.618,-11.435,992.885,41.887,0.009,0.5,0.0,0.2311
2024-05-17 20:00:00,2.103,112.215,0.0,0.0,0.0,0.0,0.0,26.101,26.101,-11.029,993.043,43.264,0.009,0.572,0.0,0.0
2024-05-17 20:15:00,2.066,120.156,0.0,0.0,0.0,0.0,0.0,25.609,25.609,-10.645,993.207,44.604,0.009,0.642,0.0,0.0
2024-05-17 20:30:00,2.026,129.651,0.0,0.0,0.0,0.0,0.0,25.14,25.14,-10.281,993.379,45.908,0.009,0.717,0.0,0.0
2024-05-17 20:45:00,1.984,140.696,0.0,0.0,0.0,0.0,0.0,24.693,24.693,-9.936,993.557,47.176,0.009,0.824,0.0,0.0
2024-05-17 21:00:00,1.935,153.283,0.0,0.0,0.0,0.0,0.0,24.268,24.268,-9.609,993.742,48.408,0.009,0.986,0.0,0.0
2024-05-17 21:15:00,1.88,167.408,0.0,0.0,0.0,0.0,0.0,23.864,23.864,-9.298,993.931,49.605,0.009,1.236,0.0,0.0
2024-05-17 21:30:00,1.821,183.06,0.0,0.0,0.0,0.0,0.0,23.479,23.479,-9.002,994.125,50.768,0.009,1.562,0.0,0.2292
2024-05-17 21:45:00,1.763,198.741,0.0,0.0,0.0,0.0,0.0,23.098,23.098,-8.712,994.316,51.929,0.009,1.918,0.0,0.0
2024-05-17 22:00:00,1.711,212.845,0.0,0.0,0.0,0.0,0.0,22.736,22.736,-8.447,994.492,53.013,0.009,2.254,0.0,0.0
2024-05-17 22:15:00,1.667,225.32,0.0,0.0,0.0,0.0,0.0,22.392,22.392,-8.205,994.65,54.019,0.009,2.521,0.0,0.0
2024-05-17 22:30:00,1.633,236.163,0.0,0.0,0.0,0.0,0.0,22.066,22.066,-7.986,994.79,54.947,0.009,2.712,0.0,0.0
2024-05-17 22:45:00,1.607,245.432,0.0,0.0,0.0,0.0,0.0,21.758,21.758,-7.788,994.912,55.797,0.009,2.864,0.0,0.0
2024-05-17 23:00:00,1.59,253.185,0.0,0.0,0.0,0.0,0.0,21.47,21.47,-7.61,995.014,56.568,0.009,3.01,0.0,0.0
2024-05-17 23:15:00,1.581,259.493,0.0,0.0,0.0,0.0,0.0,21.202,21.202,-7.453,995.098,57.259,0.009,3.17,0.0,0.0
2024-05-17 23:30:00,1.581,264.369,0.0,0.0,0.0,0.0,0.0,20.954,20.954,-7.315,995.164,57.87,0.009,3.327,0.0,0.0
2024-05-17 23:45:00,1.589,267.762,0.0,0.0,0.0,0.0,0.0,20.724,20.724,-7.197,995.214,58.402,0.009,3.453,0.0,0.0
2024-05-18 00:00:00,1.605,149.216,0.0,0.0,0.0,0.0,0.0,20.466,20.466,-5.575,995.178,66.113,0.01,2.285,0.0,0.0
2024-05-18 00:15:00,1.607,159.828,0.0,0.0,0.0,0.0,0.0,20.245,20.245,-5.443,995.22,66.782,0.01,2.692,0.0,0.0
2024-05-18 00:30:00,1.611,171.087,0.0,0.0,0.0,0.0,0.0,20.049,20.049,-5.33,995.246,67.356,0.01,3.188,0.0,0.0
2024-05-18 00:45:00,1.617,182.078,0.0,0.0,0.0,0.0,0.0,19.858,19.858,-5.22,995.27,67.92,0.01,3.749,0.0,0.0
2024-05-18 01:00:00,1.626,191.014,0.0,0.0,0.0,0.0,0.0,19.679,19.679,-5.116,995.291,68.456,0.01,4.348,0.0,0.0
2024-05-18 01:15:00,1.637,197.998,0.0,0.0,0.0,0.0,0.0,19.512,19.512,-5.018,995.311,68.966,0.01,4.964,0.0,0.0
2024-05-18 01:30:00,1.649,202.983,0.0,0.0,0.0,0.0,0.0,19.355,19.355,-4.925,995.33,69.452,0.01,5.588,0.0,0.0
2024-05-18 01:45:00,1.662,205.83,0.0,0.0,0.0,0.0,0.0,19.209,19.209,-4.837,995.349,69.914,0.01,6.224,0.0,0.0
2024-05-18 02:00:00,1.674,206.405,0.0,0.0,0.0,0.0,0.0,19.072,19.072,-4.754,995.367,70.353,0.01,6.877,0.0,0.0
2024-05-18 02:15:00,1.685,204.734,0.0,0.0,0.0,0.0,0.0,18.945,18.945,-4.676,995.384,70.769,0.01,7.532,0.0,0.0
2024-05-18 02:30:00,1.696,201.011,0.0,0.0,0.0,0.0,0.0,18.826,18.826,-4.602,995.399,71.164,0.01,8.182,0.0,0.0
2024-05-18 02:45:00,1.706,195.438,0.0,0.0,0.0,0.0,0.0,18.717,18.717,-4.533,995.415,71.536,0.01,8.844,0.0,0.0
2024-05-18 03:00:00,1.713,188.218,0.0,0.0,0.0,0.0,0.0,18.616,18.616,-4.468,995.434,71.887,0.01,9.533,0.0,0.0
2024-05-18 03:15:00,1.718,179.373,0.0,0.0,0.0,0.0,0.0,18.524,18.524,-4.407,995.454,72.216,0.01,10.288,0.0,0.0
2024-05-18 03:30:00,1.722,168.743,0.0,0.0,0.0,0.0,0.0,18.44,18.44,-4.351,995.476,72.523,0.01,11.149,0.0,0.0
2024-05-18 03:45:00,1.724,158.121,0.0,0.0,0.0,0.0,0.0,18.36,18.36,-4.296,995.498,72.822,0.01,12.128,0.0,0.0
2024-05-18 04:00:00,1.724,148.016,0.0,0.0,0.0,0.0,0.0,18.318,18.318,-4.26,995.532,73.02,0.01,13.238,0.0,0.0
2024-05-18 04:15:00,1.722,138.376,0.0,0.0,0.0,0.0,0.0,18.317,18.317,-4.243,995.576,73.113,0.01,14.483,0.0,0.0
2024-05-18 04:30:00,1.716,129.242,0.0,0.0,0.0,0.0,0.0,18.359,18.359,-4.247,995.632,73.094,0.01,15.823,0.0,0.0
2024-05-18 04:45:00,1.709,120.657,0.0,0.0,0.0,0.0,0.0,18.445,18.445,-4.272,995.698,72.956,0.01,17.184,0.0,0.0
2024-05-18 05:00:00,1.699,112.668,0.0,0.0,0.0,0.0,0.0,18.578,18.578,-4.32,995.776,72.69,0.01,18.494,0.0,0.0
2024-05-18 05:15:00,1.688,105.312,7.536,0.0,0.37,0.004,0.13,18.759,18.759,-4.394,995.866,72.29,0.01,19.656,0.0,0.0
