date_time,wspd,wdir,swdown,glw,swddni,swddir,swddif,td2m,tsd,dpt2m,psfc,rh2m,qv2m,clflo,clfhi
2024-06-01 00:00:00,1.918,171.176,0.0,0.0,0.0,0.0,0.0,20.451,20.451,-11.633,1003.841,41.231,0.006,68.577,0.007
2024-06-01 00:15:00,1.885,170.363,0.0,0.0,0.0,0.0,0.0,20.292,20.292,-11.517,1003.914,41.612,0.006,68.285,0.006
2024-06-01 00:30:00,1.862,169.214,0.0,0.0,0.0,0.0,0.0,20.146,20.146,-11.409,1003.979,41.975,0.006,67.67,0.005
2024-06-01 00:45:00,1.842,167.899,0.0,0.0,0.0,0.0,0.0,20.005,20.005,-11.3,1004.043,42.341,0.006,66.694,0.004
2024-06-01 01:00:00,1.82,166.171,0.0,0.0,0.0,0.0,0.0,19.864,19.864,-11.184,1004.106,42.736,0.006,65.318,0.004
2024-06-01 01:15:00,1.797,164.067,0.0,0.0,0.0,0.0,0.0,19.724,19.724,-11.059,1004.169,43.16,0.006,63.486,0.004
2024-06-01 01:30:00,1.773,161.651,0.0,0.0,0.0,0.0,0.0,19.586,19.586,-10.927,1004.23,43.615,0.006,61.224,0.004
2024-06-01 01:45:00,1.747,158.984,0.0,0.0,0.0,0.0,0.0,19.449,19.449,-10.787,1004.289,44.104,0.006,58.653,0.004
2024-06-01 02:00:00,1.72,156.126,0.0,0.0,0.0,0.0,0.0,19.314,19.314,-10.64,1004.346,44.624,0.006,55.897,0.004
2024-06-01 02:15:00,1.692,153.101,0.0,0.0,0.0,0.0,0.0,19.18,19.18,-10.484,1004.399,45.176,0.006,53.063,0.003
2024-06-01 02:30:00,1.659,149.886,0.0,0.0,0.0,0.0,0.0,19.048,19.048,-10.321,1004.448,45.764,0.006,50.182,0.002
2024-06-01 02:45:00,1.622,146.458,0.0,0.0,0.0,0.0,0.0,18.916,18.916,-10.15,1004.495,46.386,0.006,47.236,0.001
2024-06-01 03:00:00,1.578,142.794,0.0,0.0,0.0,0.0,0.0,18.785,18.785,-9.972,1004.542,47.044,0.006,44.208,0.0
2024-06-01 03:15:00,1.526,138.875,0.0,0.0,0.0,0.0,0.0,18.653,18.653,-9.786,1004.587,47.738,0.006,41.138,0.0
2024-06-01 03:30:00,1.467,134.709,0.0,0.0,0.0,0.0,0.0,18.521,18.521,-9.594,1004.633,48.464,0.006,38.145,0.0
2024-06-01 03:45:00,1.406,130.577,0.0,0.0,0.0,0.0,0.0,18.394,18.394,-9.405,1004.678,49.19,0.006,35.372,0.0
2024-06-01 04:00:00,1.346,127.445,0.0,0.0,0.0,0.0,0.0,18.308,18.308,-9.247,1004.721,49.802,0.006,32.971,0.0
2024-06-01 04:15:00,1.288,125.331,0.0,0.0,0.0,0.0,0.0,18.266,18.266,-9.122,1004.762,50.293,0.007,31.012,0.0
2024-06-01 04:30:00,1.232,124.229,0.0,0.0,0.0,0.0,0.0,18.27,18.27,-9.03,1004.8,50.656,0.007,29.408,0.0
2024-06-01 04:45:00,1.177,124.102,0.0,0.0,0.0,0.0,0.0,18.319,18.319,-8.972,1004.836,50.886,0.007,28.018,0.0
2024-06-01 05:00:00,1.124,124.911,0.0,0.0,0.0,0.0,0.0,18.416,18.416,-8.949,1004.87,50.977,0.007,26.699,0.0
2024-06-01 05:15:00,1.073,126.623,17.107,0.0,3.53,0.12,1.02,18.563,18.563,-8.963,1004.902,50.922,0.007,25.359,0.0
2024-06-01 05:30:00,1.024,129.279,14.789,0.0,31.47,2.524,6.7,18.759,18.759,-9.015,1004.929,50.717,0.007,24.01,0.0
2024-06-01 05:45:00,0.978,132.992,18.787,0.0,88.58,11.24,16.31,19.005,19.005,-9.104,1004.953,50.364,0.007,22.712,0.0
2024-06-01 06:00:00,0.938,137.875,26.922,0.0,161.59,28.143,27.6,19.3,19.3,-9.232,1004.972,49.862,0.007,21.527,0.0
2024-06-01 06:15:00,0.904,144.031,46.389,0.0,241.05,53.404,39.52,19.644,19.644,-9.398,1004.986,49.215,0.007,20.495,0.0
2024-06-01 06:30:00,0.875,151.419,75.651,0.0,322.45,86.767,51.72,20.033,20.033,-9.604,1004.996,48.426,0.007,19.585,0.0
2024-06-01 06:45:00,0.851,158.931,107.083,0.0,375.13,118.72,59.5,20.431,20.431,-9.821,1005.003,47.607,0.007,18.704,0.0
2024-06-01 07:00:00,0.844,165.829,143.039,0.0,420.46,152.869,66.41,20.842,20.842,-10.053,1004.997,46.744,0.007,17.744,0.0
2024-06-01 07:15:00,0.853,171.977,182.946,0.0,459.63,188.413,72.62,21.265,21.265,-10.301,1004.98,45.838,0.007,16.651,0.0
2024-06-01 07:30:00,0.879,177.374,224.331,0.0,493.72,224.988,78.26,21.699,21.699,-10.563,1004.95,44.896,0.007,15.498,0.0
2024-06-01 07:45:00,0.923,182.12,268.531,0.0,523.6,262.037,83.44,22.142,22.142,-10.839,1004.91,43.923,0.007,14.426,0.0
2024-06-01 08:00:00,0.983,186.318,319.085,0.0,549.82,299.131,88.2,22.59,22.59,-11.128,1004.86,42.924,0.007,13.575,0.0
2024-06-01 08:15:00,1.06,189.997,363.907,0.0,573.27,336.15,92.65,23.044,23.044,-11.431,1004.801,41.9,0.007,13.036,0.0
2024-06-01 08:30:00,1.153,193.056,415.041,0.0,594.25,372.602,96.8,23.506,23.506,-11.748,1004.732,40.852,0.007,12.783,0.0
2024-06-01 08:45:00,1.26,195.331,457.178,0.0,613.12,408.425,100.69,23.974,23.974,-12.08,1004.653,39.778,0.007,12.724,0.0
2024-06-01 09:00:00,1.38,196.658,511.369,0.0,630.17,443.258,104.33,24.451,24.451,-12.43,1004.561,38.675,0.007,12.768,0.0
2024-06-01 09:15:00,1.513,197.002,555.466,0.0,645.64,476.852,107.74,24.936,24.936,-12.797,1004.456,37.545,0.007,12.876,0.0
2024-06-01 09:30:00,1.657,196.497,590.544,0.0,659.73,509.064,110.94,25.428,25.428,-13.184,1004.338,36.388,0.007,13.082,0.0
2024-06-01 09:45:00,1.802,195.901,627.284,0.0,670.38,537.914,113.55,25.923,25.923,-13.585,1004.217,35.223,0.007,13.444,0.0
2024-06-01 10:00:00,1.943,195.333,667.617,0.0,679.88,564.772,115.95,26.404,26.404,-13.984,1004.085,34.096,0.007,14.013,0.0
2024-06-01 10:15:00,2.08,194.877,696.508,0.0,688.35,589.536,118.12,26.869,26.869,-14.38,1003.941,33.008,0.007,14.762,0.0
2024-06-01 10:30:00,2.215,194.484,719.339,0.0,695.86,612.054,120.09,27.318,27.318,-14.772,1003.785,31.964,0.007,15.648,0.0
2024-06-01 10:45:00,2.345,194.075,739.37,0.0,702.51,632.162,121.84,27.752,27.752,-15.158,1003.617,30.964,0.007,16.681,0.0
2024-06-01 11:00:00,2.47,193.568,761.048,0.0,708.35,649.797,123.39,28.168,28.168,-15.536,1003.436,30.011,0.007,17.869,0.0
2024-06-01 11:15:00,2.59,192.945,775.542,0.0,713.42,664.823,124.72,28.566,28.566,-15.905,1003.243,29.107,0.007,19.288,0.0
2024-06-01 11:30:00,2.704,192.256,785.728,0.0,717.78,677.193,125.84,28.945,28.945,-16.263,1003.035,28.255,0.007,20.989,0.0
2024-06-01 11:45:00,2.814,191.566,791.801,0.0,721.44,686.789,126.75,29.304,29.304,-16.606,1002.818,27.456,0.007,22.938,0.0
2024-06-01 12:00:00,2.916,190.937,800.481,0.0,724.42,693.574,127.45,29.641,29.641,-16.934,1002.592,26.714,0.007,25.1,0.0
2024-06-01 12:15:00,3.014,190.383,804.888,0.0,726.74,697.493,127.93,29.956,29.956,-17.243,1002.356,26.029,0.007,27.414,0.0
2024-06-01 12:30:00,3.104,189.859,806.916,0.0,728.39,698.539,128.2,30.248,30.248,-17.531,1002.114,25.406,0.007,29.834,0.0
2024-06-01 12:45:00,3.19,189.375,806.03,0.0,722.6,690.172,127.05,30.532,30.532,-17.816,1001.872,24.803,0.007,32.366,0.0
2024-06-01 13:00:00,3.268,188.882,802.401,0.0,716.14,679.053,125.7,30.786,30.786,-18.081,1001.637,24.255,0.007,35.023,0.0
2024-06-01 13:15:00,3.337,188.349,795.296,0.0,709.03,665.206,124.14,31.012,31.012,-18.323,1001.41,23.761,0.007,37.763,0.0
2024-06-01 13:30:00,3.4,187.784,785.176,0.0,701.23,648.738,122.38,31.208,31.208,-18.543,1001.192,23.322,0.007,40.493,0.0
2024-06-01 13:45:00,3.455,187.196,777.647,0.0,692.73,629.805,120.42,31.375,31.375,-18.738,1000.982,22.937,0.007,43.111,0.0
2024-06-01 14:00:00,3.506,186.596,768.432,0.0,683.51,608.524,118.27,31.514,31.514,-18.908,1000.781,22.607,0.006,45.517,0.0
2024-06-01 14:15:00,3.55,185.986,755.905,0.0,673.5,585.023,115.92,31.623,31.623,-19.053,1000.589,22.331,0.006,47.7,0.0
2024-06-01 14:30:00,3.59,185.351,739.352,0.0,662.67,559.449,113.38,31.703,31.703,-19.17,1000.405,22.108,0.006,49.729,0.0
2024-06-01 14:45:00,3.626,184.683,717.99,0.0,650.95,531.92,110.65,31.753,31.753,-19.259,1000.23,21.94,0.006,51.675,0.0
2024-06-01 15:00:00,3.658,183.969,692.432,0.0,638.24,502.734,107.73,31.773,31.773,-19.32,1000.064,21.826,0.006,53.605,0.0
2024-06-01 15:15:00,3.686,183.209,662.174,0.0,624.44,471.914,104.62,31.763,31.763,-19.352,999.904,21.766,0.006,55.549,0.0
2024-06-01 15:30:00,3.709,182.419,621.701,0.0,609.43,439.789,101.31,31.724,31.724,-19.355,999.755,21.761,0.006,57.501,0.0
2024-06-01 15:45:00,3.733,181.612,582.737,0.0,591.18,405.217,97.49,31.675,31.675,-19.348,999.606,21.774,0.006,59.462,0.0
2024-06-01 16:00:00,3.746,180.679,535.018,0.0,571.44,369.906,93.47,31.594,31.594,-19.293,999.475,21.876,0.006,61.428,0.0
2024-06-01 16:15:00,3.749,179.638,481.717,0.0,550.0,334.057,89.25,31.478,31.478,-19.193,999.358,22.064,0.006,63.39,0.0
2024-06-01 16:30:00,3.742,178.496,435.695,0.0,526.58,298.031,84.79,31.329,31.329,-19.049,999.258,22.338,0.006,65.336,0.0
2024-06-01 16:45:00,3.722,177.255,381.829,0.0,500.84,261.912,80.07,31.145,31.145,-18.862,999.174,22.697,0.006,67.248,0.0
2024-06-01 17:00:00,3.689,175.916,327.614,0.0,472.35,226.182,75.07,30.925,30.925,-18.634,999.109,23.143,0.006,69.106,0.0
2024-06-01 17:15:00,3.643,174.483,282.181,0.0,440.58,191.062,69.71,30.668,30.668,-18.366,999.061,23.675,0.006,70.894,0.0
2024-06-01 17:30:00,3.581,172.956,237.603,0.0,404.87,156.893,63.93,30.374,30.374,-18.062,999.03,24.292,0.007,72.601,0.0
2024-06-01 17:45:00,3.506,171.341,196.154,0.0,364.41,124.217,57.64,30.044,30.044,-17.728,999.016,24.989,0.007,74.218,0.0
2024-06-01 18:00:00,3.417,169.639,152.573,0.0,318.25,93.472,50.7,29.682,29.682,-17.366,999.019,25.763,0.007,75.738,0.0
2024-06-01 18:15:00,3.316,167.848,116.426,0.0,265.42,65.379,42.95,29.286,29.286,-16.981,999.036,26.608,0.007,77.145,0.0
2024-06-01 18:30:00,3.203,165.959,81.732,0.0,205.29,40.823,34.22,28.862,28.862,-16.577,999.07,27.523,0.007,78.417,0.0
2024-06-01 18:45:00,3.088,164.094,51.583,0.0,128.77,19.5,22.67,28.434,28.434,-16.186,999.106,28.436,0.007,79.536,0.0
2024-06-01 19:00:00,2.982,162.524,33.252,0.0,61.01,6.377,11.89,28.021,28.021,-15.828,999.142,29.294,0.007,80.494,0.0
2024-06-01 19:15:00,2.883,161.246,20.456,0.0,14.85,0.863,3.56,27.624,27.624,-15.501,999.18,30.098,0.007,81.288,0.0
2024-06-01 19:30:00,2.794,160.266,15.655,0.0,0.51,0.006,0.17,27.244,27.244,-15.204,999.218,30.846,0.007,81.924,0.0
2024-06-01 19:45:00,2.716,159.59,0.0,0.0,0.0,0.0,0.0,26.884,26.884,-14.937,999.256,31.534,0.007,82.407,0.0
2024-06-01 20:00:00,2.649,159.226,0.0,0.0,0.0,0.0,0.0,26.546,26.546,-14.697,999.294,32.161,0.007,82.743,0.0
2024-06-01 20:15:00,2.595,159.178,0.0,0.0,0.0,0.0,0.0,26.228,26.228,-14.484,999.33,32.729,0.007,82.933,0.0
2024-06-01 20:30:00,2.551,159.458,0.0,0.0,0.0,0.0,0.0,25.93,25.93,-14.295,999.365,33.24,0.007,82.976,0.0
2024-06-01 20:45:00,2.517,160.077,0.0,0.0,0.0,0.0,0.0,25.651,25.651,-14.128,999.398,33.696,0.007,82.873,0.0
2024-06-01 21:00:00,2.494,161.046,0.0,0.0,0.0,0.0,0.0,25.392,25.392,-13.982,999.432,34.101,0.007,82.621,0.0
2024-06-01 21:15:00,2.478,162.377,0.0,0.0,0.0,0.0,0.0,25.15,25.15,-13.855,999.464,34.455,0.007,82.222,0.0
2024-06-01 21:30:00,2.472,164.072,0.0,0.0,0.0,0.0,0.0,24.926,24.926,-13.748,999.495,34.756,0.007,81.674,0.0
2024-06-01 21:45:00,2.465,165.839,0.0,0.0,0.0,0.0,0.0,24.706,24.706,-13.643,999.524,35.057,0.007,80.98,0.0
2024-06-01 22:00:00,2.45,167.257,0.0,0.0,0.0,0.0,0.0,24.487,24.487,-13.531,999.545,35.376,0.007,80.144,0.0
2024-06-01 22:15:00,2.427,168.303,0.0,0.0,0.0,0.0,0.0,24.274,24.274,-13.415,999.559,35.712,0.007,79.179,0.0
2024-06-01 22:30:00,2.396,168.956,0.0,0.0,0.0,0.0,0.0,24.066,24.066,-13.294,999.564,36.065,0.007,78.1,0.0
2024-06-01 22:45:00,2.358,169.202,0.0,0.0,0.0,0.0,0.0,23.862,23.862,-13.169,999.56,36.434,0.007,76.92,0.0
2024-06-01 23:00:00,2.313,169.024,0.0,0.0,0.0,0.0,0.0,23.665,23.665,-13.038,999.548,36.82,0.007,75.652,0.0
2024-06-01 23:15:00,2.261,168.406,0.0,0.0,0.0,0.0,0.0,23.473,23.473,-12.904,999.528,37.223,0.007,74.308,0.0
2024-06-01 23:30:00,2.203,167.329,0.0,0.0,0.0,0.0,0.0,23.286,23.286,-12.765,999.5,37.643,0.007,72.904,0.0
2024-06-01 23:45:00,2.138,165.777,0.0,0.0,0.0,0.0,0.0,23.104,23.104,-12.622,999.464,38.08,0.007,71.45,0.0
2024-06-02 00:00:00,2.21,159.191,0.0,0.0,0.0,0.0,0.0,23.333,23.333,-12.777,998.753,37.606,0.007,60.929,0.009
2024-06-02 00:15:00,2.155,159.357,0.0,0.0,0.0,0.0,0.0,23.16,23.16,-12.647,998.682,38.004,0.007,58.627,0.008
2024-06-02 00:30:00,2.1,159.449,0.0,0.0,0.0,0.0,0.0,22.992,22.992,-12.516,998.602,38.408,0.007,56.524,0.007
2024-06-02 00:45:00,2.047,159.527,0.0,0.0,0.0,0.0,0.0,22.826,22.826,-12.384,998.52,38.818,0.007,54.641,0.006
2024-06-02 01:00:00,2.0,160.506,0.0,0.0,0.0,0.0,0.0,22.666,22.666,-12.25,998.444,39.24,0.007,52.98,0.005
2024-06-02 01:15:00,1.96,162.425,0.0,0.0,0.0,0.0,0.0,22.511,22.511,-12.113,998.375,39.673,0.007,51.541,0.004
2024-06-02 01:30:00,1.926,165.253,0.0,0.0,0.0,0.0,0.0,22.362,22.362,-11.974,998.312,40.117,0.007,50.323,0.004
2024-06-02 01:45:00,1.897,168.91,0.0,0.0,0.0,0.0,0.0,22.218,22.218,-11.834,998.256,40.573,0.007,49.326,0.003
2024-06-02 02:00:00,1.872,173.32,0.0,0.0,0.0,0.0,0.0,22.08,22.08,-11.691,998.209,41.04,0.007,48.551,0.002
2024-06-02 02:15:00,1.849,178.447,0.0,0.0,0.0,0.0,0.0,21.946,21.946,-11.546,998.168,41.518,0.007,47.997,0.001
2024-06-02 02:30:00,1.829,184.33,0.0,0.0,0.0,0.0,0.0,21.817,21.817,-11.399,998.136,42.009,0.007,47.666,0.0
2024-06-02 02:45:00,1.813,191.034,0.0,0.0,0.0,0.0,0.0,21.693,21.693,-11.249,998.114,42.513,0.007,47.554,0.0
2024-06-02 03:00:00,1.8,198.628,0.0,0.0,0.0,0.0,0.0,21.572,21.572,-11.097,998.1,43.03,0.007,47.664,0.0
2024-06-02 03:15:00,1.793,207.134,0.0,0.0,0.0,0.0,0.0,21.454,21.454,-10.943,998.096,43.562,0.007,47.996,0.0
2024-06-02 03:30:00,1.791,216.465,0.0,0.0,0.0,0.0,0.0,21.339,21.339,-10.786,998.1,44.109,0.007,48.55,0.0
2024-06-02 03:45:00,1.79,225.637,0.0,0.0,0.0,0.0,0.0,21.226,21.226,-10.629,998.108,44.661,0.007,49.325,0.0
2024-06-02 04:00:00,1.794,232.54,0.0,0.0,0.0,0.0,0.0,21.141,21.141,-10.487,998.127,45.167,0.007,50.303,0.0
2024-06-02 04:15:00,1.803,237.078,0.0,0.0,0.0,0.0,0.0,21.084,21.084,-10.36,998.159,45.623,0.007,51.453,0.0
2024-06-02 04:30:00,1.818,239.286,0.0,0.0,0.0,0.0,0.0,21.059,21.059,-10.25,998.203,46.024,0.007,52.744,0.0
2024-06-02 04:45:00,1.844,239.283,0.0,0.0,0.0,0.0,0.0,21.066,21.066,-10.156,998.255,46.366,0.007,54.145,0.0
2024-06-02 05:00:00,1.88,237.186,0.0,0.0,0.0,0.0,0.0,21.105,21.105,-10.079,998.317,46.648,0.007,55.626,0.0
2024-06-02 05:15:00,1.93,233.084,11.323,0.0,2.49,0.087,0.71,21.177,21.177,-10.021,998.386,46.864,0.007,57.156,0.0
2024-06-02 05:30:00,1.994,226.984,10.7,0.0,21.27,1.724,4.51,21.285,21.285,-9.981,998.462,47.011,0.007,58.705,0.0
2024-06-02 05:45:00,2.068,218.835,12.786,0.0,59.04,7.543,10.85,21.427,21.427,-9.961,998.544,47.086,0.007,60.239,0.0
2024-06-02 06:00:00,2.15,208.595,18.922,0.0,107.09,18.743,18.27,21.606,21.606,-9.961,998.635,47.086,0.008,61.729,0.0
2024-06-02 06:15:00,2.236,196.271,30.012,0.0,159.31,35.43,26.11,21.821,21.821,-9.981,998.733,47.008,0.008,63.144,0.0
2024-06-02 06:30:00,2.327,181.956,44.97,0.0,212.8,57.441,34.12,22.068,22.068,-10.023,998.837,46.855,0.008,64.451,0.0
2024-06-02 06:45:00,2.418,167.73,64.077,0.0,248.77,78.936,39.45,22.324,22.324,-10.071,998.94,46.677,0.008,65.636,0.0
2024-06-02 07:00:00,2.511,154.625,78.414,0.0,280.24,102.071,44.26,22.598,22.598,-10.147,999.032,46.396,0.008,66.7,0.001
2024-06-02 07:15:00,2.604,142.666,97.561,0.0,307.92,126.42,48.65,22.89,22.89,-10.252,999.113,46.016,0.008,67.641,0.003
2024-06-02 07:30:00,2.696,131.783,118.26,0.0,332.47,151.713,52.7,23.199,23.199,-10.384,999.184,45.536,0.008,68.458,0.005
2024-06-02 07:45:00,2.784,121.895,135.88,0.0,354.4,177.575,56.48,23.524,23.524,-10.545,999.248,44.961,0.008,69.152,0.01
2024-06-02 08:00:00,2.867,112.921,158.301,0.0,374.05,203.722,60.01,23.863,23.863,-10.734,999.304,44.292,0.008,69.72,0.015
2024-06-02 08:15:00,2.945,104.83,182.95,0.0,391.97,230.007,63.35,24.217,24.217,-10.952,999.354,43.529,0.008,70.163,0.023
2024-06-02 08:30:00,3.017,97.644,204.111,0.0,408.33,256.25,66.52,24.585,24.585,-11.202,999.395,42.674,0.008,70.48,0.032
2024-06-02 08:45:00,3.089,91.385,232.646,0.0,423.36,282.238,69.53,24.967,24.967,-11.484,999.43,41.724,0.008,70.671,0.043
2024-06-02 09:00:00,3.163,86.075,261.939,0.0,437.24,307.769,72.4,25.364,25.364,-11.8,999.456,40.682,0.008,70.734,0.056
2024-06-02 09:15:00,3.238,81.711,293.369,0.0,450.1,332.643,75.12,25.776,25.776,-12.153,999.472,39.545,0.008,70.671,0.07
2024-06-02 09:30:00,3.316,78.275,320.53,0.0,462.08,356.757,77.71,26.201,26.201,-12.546,999.479,38.315,0.008,70.481,0.086
2024-06-02 09:45:00,3.396,74.832,345.281,0.0,468.78,376.345,79.41,26.627,26.627,-12.954,999.484,37.071,0.008,70.166,0.104
2024-06-02 10:00:00,3.466,71.648,369.458,0.0,474.66,394.527,80.96,27.038,27.038,-13.356,999.476,35.884,0.008,69.734,0.122
2024-06-02 10:15:00,3.526,68.734,384.274,0.0,479.81,411.191,82.35,27.432,27.432,-13.749,999.454,34.755,0.008,69.201,0.141
2024-06-02 10:30:00,3.576,66.106,397.227,0.0,484.28,426.197,83.58,27.808,27.808,-14.13,999.418,33.691,0.008,68.582,0.16
2024-06-02 10:45:00,3.618,63.779,410.637,0.0,488.13,439.51,84.67,28.166,28.166,-14.497,999.369,32.694,0.008,67.892,0.18
2024-06-02 11:00:00,3.649,61.764,423.329,0.0,491.41,451.062,85.61,28.503,28.503,-14.847,999.308,31.767,0.008,67.145,0.2
2024-06-02 11:15:00,3.67,60.078,433.838,0.0,494.16,460.779,86.4,28.819,28.819,-15.176,999.235,30.916,0.008,66.359,0.221
2024-06-02 11:30:00,3.68,58.741,441.045,0.0,496.41,468.627,87.04,29.114,29.114,-15.483,999.148,30.145,0.008,65.547,0.242
2024-06-02 11:45:00,3.677,57.785,447.976,0.0,498.17,474.534,87.54,29.386,29.386,-15.761,999.049,29.456,0.008,64.725,0.263
2024-06-02 12:00:00,3.662,57.24,460.539,0.0,499.46,478.494,87.88,29.633,29.633,-16.01,998.937,28.855,0.007,63.908,0.283
2024-06-02 12:15:00,3.632,57.132,464.166,0.0,500.28,480.464,88.08,29.854,29.854,-16.225,998.813,28.344,0.007,63.111,0.301
2024-06-02 12:30:00,3.589,57.459,466.278,0.0,500.66,480.462,88.13,30.048,30.048,-16.403,998.676,27.925,0.007,62.346,0.317
2024-06-02 12:45:00,3.547,57.912,461.511,0.0,496.66,474.73,87.34,30.234,30.234,-16.571,998.541,27.536,0.007,61.624,0.332
2024-06-02 13:00:00,3.512,58.374,460.537,0.0,492.21,467.073,86.41,30.396,30.396,-16.71,998.415,27.22,0.007,60.942,0.344
2024-06-02 13:15:00,3.486,58.812,455.689,0.0,487.3,457.562,85.34,30.537,30.537,-16.817,998.301,26.976,0.007,60.3,0.354
2024-06-02 13:30:00,3.469,59.23,445.672,0.0,481.93,446.237,84.13,30.657,30.657,-16.893,998.197,26.805,0.007,59.699,0.366
2024-06-02 13:45:00,3.462,59.675,436.634,0.0,476.08,433.249,82.78,30.756,30.756,-16.937,998.104,26.706,0.007,59.139,0.392
2024-06-02 14:00:00,3.462,60.189,438.465,0.0,469.73,418.607,81.29,30.832,30.832,-16.95,998.019,26.678,0.007,58.618,0.438
2024-06-02 14:15:00,3.468,60.812,428.76,0.0,462.85,402.486,79.68,30.886,30.886,-16.931,997.943,26.719,0.007,58.138,0.516
2024-06-02 14:30:00,3.481,61.54,419.361,0.0,455.4,384.89,77.94,30.916,30.916,-16.88,997.876,26.835,0.007,57.699,0.623
2024-06-02 14:45:00,3.501,62.342,390.427,0.0,447.34,366.036,76.06,30.921,30.921,-16.789,997.82,27.039,0.008,57.301,0.743
2024-06-02 15:00:00,3.53,63.184,370.393,0.0,438.61,345.959,74.05,30.897,30.897,-16.657,997.776,27.341,0.008,56.944,0.862
2024-06-02 15:15:00,3.566,64.057,356.472,0.0,429.13,324.849,71.92,30.844,30.844,-16.478,997.745,27.752,0.008,56.628,0.965
2024-06-02 15:30:00,3.606,65.097,330.636,0.0,418.83,302.75,69.64,30.757,30.757,-16.254,997.727,28.274,0.008,56.355,1.066
2024-06-02 15:45:00,3.646,66.633,305.374,0.0,405.09,278.178,66.82,30.654,30.654,-16.009,997.713,28.856,0.008,56.122,1.216
2024-06-02 16:00:00,3.674,69.89,278.069,0.0,390.39,253.227,63.87,30.513,30.513,-15.72,997.708,29.557,0.008,55.927,1.463
2024-06-02 16:15:00,3.69,75.062,255.157,0.0,374.6,228.042,60.8,30.334,30.334,-15.393,997.715,30.367,0.008,55.766,1.848
2024-06-02 16:30:00,3.696,82.059,227.525,0.0,357.54,202.873,57.58,30.12,30.12,-15.034,997.73,31.281,0.008,55.632,2.359
2024-06-02 16:45:00,3.686,90.547,196.337,0.0,339.0,177.782,54.21,29.874,29.874,-14.647,997.755,32.294,0.008,55.522,2.93
2024-06-02 17:00:00,3.66,100.192,174.818,0.0,318.72,153.106,50.66,29.595,29.595,-14.235,997.792,33.403,0.009,55.43,3.494
2024-06-02 17:15:00,3.614,110.688,147.145,0.0,296.37,128.989,46.9,29.285,29.285,-13.804,997.837,34.598,0.009,55.351,4.0
2024-06-02 17:30:00,3.546,121.946,126.803,0.0,271.53,105.702,42.88,28.952,28.952,-13.364,997.892,35.862,0.009,55.28,4.436
2024-06-02 17:45:00,3.462,134.061,107.305,0.0,243.7,83.47,38.54,28.597,28.597,-12.92,997.954,37.175,0.009,55.211,4.825
2024-06-02 18:00:00,3.365,147.125,83.719,0.0,212.32,62.714,33.81,28.226,28.226,-12.48,998.023,38.518,0.009,55.139,5.19
2024-06-02 18:15:00,3.26,161.112,65.705,0.0,176.77,43.841,28.58,27.843,27.843,-12.048,998.097,39.881,0.009,55.058,5.521
2024-06-02 18:30:00,3.147,175.803,51.122,0.0,136.7,27.417,22.75,27.445,27.445,-11.623,998.178,41.263,0.009,54.964,5.769
2024-06-02 18:45:00,3.034,189.93,35.636,0.0,86.39,13.246,15.16,27.058,27.058,-11.223,998.259,42.6,0.009,54.854,5.876
2024-06-02 19:00:00,2.929,202.595,25.528,0.0,41.61,4.429,8.07,26.69,26.69,-10.862,998.339,43.842,0.01,54.728,5.788
2024-06-02 19:15:00,2.831,213.766,19.637,0.0,10.58,0.635,2.5,26.341,26.341,-10.537,998.421,44.988,0.01,54.587,5.499
2024-06-02 19:30:00,2.744,223.689,17.197,0.0,0.42,0.006,0.14,26.01,26.01,-10.245,998.504,46.04,0.01,54.431,5.067
2024-06-02 19:45:00,2.672,232.633,0.0,0.0,0.0,0.0,0.0,25.698,25.698,-9.984,998.586,46.997,0.01,54.259,4.562
2024-06-02 20:00:00,2.614,240.868,0.0,0.0,0.0,0.0,0.0,25.405,25.405,-9.754,998.669,47.859,0.01,54.072,4.051
2024-06-02 20:15:00,2.568,248.484,0.0,0.0,0.0,0.0,0.0,25.131,25.131,-9.551,998.75,48.629,0.01,53.871,3.572
2024-06-02 20:30:00,2.53,255.392,0.0,0.0,0.0,0.0,0.0,24.873,24.873,-9.374,998.828,49.31,0.01,53.654,3.126
2024-06-02 20:45:00,2.494,261.506,0.0,0.0,0.0,0.0,0.0,24.63,24.63,-9.22,998.904,49.908,0.01,53.419,2.706
2024-06-02 21:00:00,2.458,266.745,0.0,0.0,0.0,0.0,0.0,24.401,24.401,-9.088,998.976,50.428,0.01,53.161,2.311
2024-06-02 21:15:00,2.417,271.102,0.0,0.0,0.0,0.0,0.0,24.184,24.184,-8.975,999.044,50.874,0.01,52.877,1.941
2024-06-02 21:30:00,2.374,274.622,0.0,0.0,0.0,0.0,0.0,23.98,23.98,-8.881,999.11,51.25,0.01,52.567,1.606
2024-06-02 21:45:00,2.321,277.958,0.0,0.0,0.0,0.0,0.0,23.776,23.776,-8.79,999.171,51.614,0.009,52.236,1.315
2024-06-02 22:00:00,2.256,280.743,0.0,0.0,0.0,0.0,0.0,23.571,23.571,-8.69,999.225,52.02,0.009,51.886,1.075
2024-06-02 22:15:00,2.179,282.982,0.0,0.0,0.0,0.0,0.0,23.366,23.366,-8.579,999.271,52.47,0.009,51.522,0.884
2024-06-02 22:30:00,2.095,284.646,0.0,0.0,0.0,0.0,0.0,23.159,23.159,-8.458,999.311,52.967,0.009,51.141,0.734
